config,window,units,layers,dropout,ticker,MAE,MSE,RMSE,MAPE
Combination_007,20,32,2,0.3,BBNI,104.30909002427578,17249.134455648258,131.335960253269,2.4686796016750105
Combination_007,20,32,2,0.3,BBRI,82.24701099649396,11221.350810351369,105.93087751147615,2.134280157908424
Combination_007,20,32,2,0.3,BBTN,31.31138910117299,1936.7735588248977,44.00878956327813,2.5852597909937582
Combination_007,20,32,2,0.3,BMRI,140.5457857722858,33839.14582357826,183.9541949061729,2.970245039146537
Combination_007,20,32,2,0.3,ITMG,342.233995632302,192009.27212674124,438.1886261950911,1.514150205586155
Combination_007,20,32,2,0.3,MEDC,34.92791912707596,2200.0381367128457,46.9045641351974,2.651229684650113
Combination_007,20,32,2,0.3,PGAS,28.006513839145352,1507.3040773595146,38.82401418400105,1.6453750712551931
Combination_007,20,32,2,0.3,PTBA,31.717160449182387,3521.087179751109,59.33874939490307,1.322026719625017
Combination_008,20,32,2,0.4,ADRO,89.13313910472309,11051.184467209836,105.12461399315498,4.981300479459506
Combination_008,20,32,2,0.4,BBCA,221.70032734493552,85361.00474496394,292.16605679812284,2.689466870906266
Combination_008,20,32,2,0.4,BBNI,125.92738542625372,22821.53782074536,151.06799072187778,2.967412381687521
Combination_008,20,32,2,0.4,BBRI,90.26648536472906,13217.746730867431,114.96845972207956,2.3289798499172023
Combination_008,20,32,2,0.4,BBTN,31.746562279261628,2147.8033896322286,46.34439976558364,2.6156780262175925
Combination_008,20,32,2,0.4,BMRI,190.9964918940188,51753.17252401447,227.49323621596852,4.153288089970956
Combination_008,20,32,2,0.4,ITMG,388.9480863650926,234365.7813192044,484.1133971697173,1.7151012230829776
Combination_008,20,32,2,0.4,MEDC,35.50582278288807,2285.808461623775,47.8101292784675,2.686693995452156
Combination_008,20,32,2,0.4,PGAS,28.51246327805004,1542.8301148107305,39.27887619078136,1.6708243649145385
Combination_008,20,32,2,0.4,PTBA,32.13767091790549,3816.427717271844,61.77724271341223,1.3389963840411665
Combination_009,20,32,3,0.1,ADRO,55.34732766074244,5352.244736356868,73.15903728424034,3.036881658961579
Combination_009,20,32,3,0.1,BBCA,137.18423298365772,38282.72080445954,195.6597066451331,1.6643252106289697
Combination_009,20,32,3,0.1,BBNI,152.7265834465302,35999.87199413507,189.7363222847304,3.6389901635501904
Combination_009,20,32,3,0.1,BBRI,142.20303702550785,27787.483590319312,166.69578156126002,3.687323731327872
Combination_009,20,32,3,0.1,BBTN,29.493536440633324,1726.889884228004,41.55586461894403,2.434480564156001
Combination_009,20,32,3,0.1,BMRI,133.72612050325745,29581.04015866422,171.99139559485008,2.8458853809713696
Combination_009,20,32,3,0.1,ITMG,233.17479688486617,101728.52714626255,318.94909804898737,1.0344989226878332
Combination_009,20,32,3,0.1,MEDC,46.5324690298149,4107.958554895685,64.09335811841727,3.518908093416881
Combination_009,20,32,3,0.1,PGAS,25.610066763788662,1282.1531159687115,35.80716570700216,1.5112857664432124
Combination_009,20,32,3,0.1,PTBA,29.88489715422658,3457.35141880573,58.799246753727466,1.2439161080568064
Combination_010,20,32,3,0.2,ADRO,58.15303358617877,5687.906216954777,75.41820878909003,3.196364969177908
